T,T1,regime,group,thscode,name,industry,score,factors,reason,catalyst,tech,watch,watch_range,risk,priority
2026-02-12,2026-02-13,defensive,lu,002272.SZ,川润股份,通用设备,85.0,"{'theme': 1.0, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 0.6}",涨停组: 液冷服务器方向 1板 封单比30.7% 涨停时间09:30 题材内涨停6家 成交6.1亿,液冷服务器+北美订单+绿色算力,1连板 换手承接量比0.60,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收18.12,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-12,2026-02-13,defensive,nlu,603861.SH,白云电器,电网设备,92.73828125,"{'sector': 0.9295312499999999, 'trend': 0.8, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[电网设备](当日涨幅分位95%, 板块涨停4家) 距60日高点15.3% 20日涨幅24.7%",板块[电网设备]轮动延续/资金承接,收盘16.91 MA20上方 量比1.04,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收16.91,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-13,2026-02-24,defensive,nlu,601595.SH,上海电影,影视院线,90.31640625,"{'sector': 0.76265625, 'trend': 1.0, 'pos': 0.85, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[影视院线](当日涨幅分位94%, 板块涨停0家) 距60日高点12.5% 20日涨幅8.0%",板块[影视院线]轮动延续/资金承接,收盘32.41 MA20上方 量比1.10,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收32.41,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-24,2026-02-25,aggressive,lu,002828.SZ,贝肯能源,油气开采及服务,88.0,"{'theme': 0.8, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 油气开采方向 1板 封单比21.1% 涨停时间09:33 题材内涨停5家 成交3.5亿,油气开采+海外权益+地缘冲突,1连板 换手承接量比1.43,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收13.89,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-24,2026-02-25,aggressive,lu,002498.SZ,汉缆股份,电网设备,85.0,"{'theme': 0.4, 'ladder': 1.0, 'seal': 0.7, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 特高压方向 3板 封单比10.1% 涨停时间09:31 题材内涨停3家 成交17.7亿,特高压+海上风电+电网设备,3连板 换手承接量比1.22,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收7.45,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-24,2026-02-25,aggressive,nlu,600490.SH,鹏欣资源,工业金属,96.4140625,"{'sector': 0.8565625000000001, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[工业金属](当日涨幅分位85%, 板块涨停2家) 距60日高点19.7% 20日涨幅19.8%",板块[工业金属]轮动延续/资金承接,收盘9.64 MA20上方 量比1.15,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收9.64,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-25,2026-02-26,aggressive,lu,002428.SZ,云南锗业,小金属,79.0,"{'theme': 0.2, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 1板 封单比20.6% 涨停时间09:31 题材内涨停2家 成交14.7亿,商业航天+锗晶片+小金属,1连板 换手承接量比1.02,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收40.35,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-25,2026-02-26,aggressive,lu,000545.SZ,金浦钛业,化学原料,77.0,"{'theme': 0.2, 'ladder': 0.9, 'seal': 0.7, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 钛白粉方向 2板 封单比8.5% 涨停时间10:09 题材内涨停2家 成交5.4亿,钛白粉+减产+转型橡胶,2连板 换手承接量比2.10,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收3.42,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-25,2026-02-26,aggressive,nlu,600490.SH,鹏欣资源,工业金属,98.2578125,"{'sector': 0.9303125000000001, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[工业金属](当日涨幅分位92%, 板块涨停4家) 距60日高点16.9% 20日涨幅22.8%",板块[工业金属]轮动延续/资金承接,收盘9.98 MA20上方 量比1.00,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收9.98,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-26,2026-02-27,normal,lu,002272.SZ,川润股份,通用设备,70.0,"{'theme': 0.2, 'ladder': 0.55, 'seal': 0.7, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 液冷服务器方向 1板 封单比10.2% 涨停时间10:19 题材内涨停2家 成交15.4亿,液冷服务器+北美订单+绿色算力,1连板 换手承接量比1.17,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收19.21,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-26,2026-02-27,normal,lu,001400.SZ,江顺科技,专用设备,68.0,"{'theme': 0.4, 'ladder': 0.55, 'seal': 1.0, 'time': 0.5, 'liq': 0.6, 'struct': 1.0}",涨停组: 商业航天方向 1板 封单比26.5% 涨停时间13:01 题材内涨停3家 成交2.8亿,商业航天+3D打印+液冷+铝挤压模具,1连板 换手承接量比1.33,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收116.12,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-26,2026-02-27,normal,nlu,600459.SH,贵研铂业,小金属,92.6640625,"{'sector': 0.8665625000000001, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[小金属](当日涨幅分位77%, 板块涨停2家) 距60日高点16.6% 20日涨幅7.4%",板块[小金属]轮动延续/资金承接,收盘23.28 MA20上方 量比1.11,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收23.28,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-26,2026-02-27,normal,nlu,601969.SH,海南矿业,钢铁,89.66015625,"{'sector': 0.86640625, 'trend': 1.0, 'pos': 1.0, 'mom': 0.7, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[钢铁](当日涨幅分位83%, 板块涨停2家) 距60日高点17.3% 20日涨幅2.6%",板块[钢铁]轮动延续/资金承接,收盘11.75 MA20上方 量比1.04,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收11.75,板块退潮补跌/资金承接不足/持续阴跌,1
2026-02-27,2026-03-02,aggressive,lu,600744.SH,华银电力,电力,80.0,"{'theme': 0.2, 'ladder': 0.9, 'seal': 0.7, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 电力方向 2板 封单比10.6% 涨停时间09:31 题材内涨停2家 成交17.6亿,电力+年报预增+央企,2连板 换手承接量比1.81,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收7.94,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-27,2026-03-02,aggressive,lu,002182.SZ,宝武镁业,小金属,79.0,"{'theme': 0.2, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 小金属方向 1板 封单比16.8% 涨停时间09:42 题材内涨停2家 成交6.7亿,小金属+人形机器人+商业航天+央企,1连板 换手承接量比1.00,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收21.79,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-02-27,2026-03-02,aggressive,nlu,002195.SZ,岩山科技,IT服务,92.3046875,"{'sector': 0.7521875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[IT服务](当日涨幅分位89%, 板块涨停3家) 距60日高点16.1% 20日涨幅11.8%",板块[IT服务]轮动延续/资金承接,收盘11.07 MA20上方 量比1.06,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收11.07,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-02,2026-03-03,defensive,lu,600227.SH,赤天化,农化制品,79.0,"{'theme': 0.4, 'ladder': 0.55, 'seal': 1.0, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 甲醇方向 1板 封单比15.4% 涨停时间09:47 题材内涨停3家 成交4.7亿,甲醇+化工+煤炭+化肥,1连板 换手承接量比1.04,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收3.17,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-02,2026-03-03,defensive,lu,603353.SH,和顺石油,石油加工贸易,74.0,"{'theme': 0.2, 'ladder': 0.9, 'seal': 0.4, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 成品油方向 2板 封单比3.5% 涨停时间09:30 题材内涨停2家 成交9.4亿,成品油+铜官油库+拟收购奎芯+超快充,2连板 换手承接量比2.06,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收46.34,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-02,2026-03-03,defensive,nlu,600979.SH,广安爱众,电力,86.35546875,"{'sector': 0.85421875, 'trend': 1.0, 'pos': 0.6, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[电力](当日涨幅分位80%, 板块涨停2家) 距60日高点5.6% 20日涨幅8.4%",板块[电力]轮动延续/资金承接,收盘5.06 MA20上方 量比1.06,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收5.06,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-03,2026-03-04,defensive,lu,002828.SZ,贝肯能源,油气开采及服务,92.0,"{'theme': 0.6, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 油气开采方向 2板 封单比15.1% 涨停时间09:30 题材内涨停4家 成交4.0亿,油气开采+海外权益,2连板 换手承接量比0.85,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收16.37,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-03,2026-03-04,defensive,lu,000968.SZ,蓝焰控股,油气开采及服务,92.0,"{'theme': 1.0, 'ladder': 0.9, 'seal': 0.7, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 天然气方向 2板 封单比8.7% 涨停时间09:30 题材内涨停18家 成交9.2亿,天然气+煤层气+山西国资,2连板 换手承接量比1.47,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收10.41,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-03,2026-03-04,defensive,nlu,000545.SZ,金浦钛业,化学原料,83.4609375,"{'sector': 0.7984375000000001, 'trend': 1.0, 'pos': 0.6, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[化学原料](当日涨幅分位70%, 板块涨停3家) 距60日高点6.7% 20日涨幅10.9%",板块[化学原料]轮动延续/资金承接,收盘3.47 MA20上方 量比0.96,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收3.47,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-04,2026-03-05,defensive,lu,002339.SZ,积成电子,电网设备,76.0,"{'theme': 0.4, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 0.6}",涨停组: 电网设备方向 1板 封单比29.8% 涨停时间09:36 题材内涨停3家 成交3.5亿,电网设备+中标+特高压,1连板 换手承接量比0.77,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收11.54,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-04,2026-03-05,defensive,lu,603530.SH,神马电力,电网设备,73.0,"{'theme': 0.4, 'ladder': 0.55, 'seal': 0.7, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 特高压方向 1板 封单比11.2% 涨停时间09:57 题材内涨停3家 成交10.2亿,特高压+越南建厂+电网设备,1连板 换手承接量比1.12,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收67.21,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-04,2026-03-05,defensive,nlu,002309.SZ,中利集团,电网设备,91.08984375,"{'sector': 0.96359375, 'trend': 0.8, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[电网设备](当日涨幅分位99%, 板块涨停11家) 距60日高点16.0% 20日涨幅8.7%",板块[电网设备]轮动延续/资金承接,收盘3.36 MA20上方 量比1.00,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收3.36,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-05,2026-03-06,normal,lu,002339.SZ,积成电子,电网设备,83.0,"{'theme': 0.8, 'ladder': 0.9, 'seal': 0.4, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 电网设备方向 2板 封单比5.3% 涨停时间09:32 题材内涨停5家 成交15.0亿,电网设备+中标+特高压,2连板 换手承接量比2.14,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收12.69,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-05,2026-03-06,normal,lu,600703.SH,三安光电,光学光电子,79.0,"{'theme': 0.6, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 0.6}",涨停组: Micro LED方向 1板 封单比38.4% 涨停时间09:30 题材内涨停4家 成交12.8亿,Micro LED+光芯片+碳化硅+商业航天,1连板 换手承接量比0.54,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收16.13,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-05,2026-03-06,normal,nlu,603011.SH,合锻智能,专用设备,94.41015625,"{'sector': 0.83640625, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[专用设备](当日涨幅分位88%, 板块涨停3家) 距60日高点16.9% 20日涨幅14.5%",板块[专用设备]轮动延续/资金承接,收盘27.43 MA20上方 量比1.09,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收27.43,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-05,2026-03-06,normal,nlu,000510.SZ,新金路,化学原料,90.8203125,"{'sector': 0.6328125, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[化学原料](当日涨幅分位41%, 板块涨停2家) 距60日高点15.4% 20日涨幅7.6%",板块[化学原料]轮动延续/资金承接,收盘19.89 MA20上方 量比0.66,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收19.89,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-06,2026-03-09,normal,lu,600590.SH,泰豪科技,其他电源设备,86.0,"{'theme': 0.6, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 0.6}",涨停组: 氢能源方向 2板 封单比49.1% 涨停时间09:30 题材内涨停4家 成交5.0亿,氢能源+军工电源+扭亏为盈,2连板 换手承接量比0.44,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收16.18,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-06,2026-03-09,normal,lu,605286.SH,同力天启,专用设备,84.0,"{'theme': 0.8, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 0.6, 'struct': 1.0}",涨停组: 算电协同方向 1板 封单比18.9% 涨停时间09:32 题材内涨停5家 成交2.1亿,算电协同+储能中标+电梯部件,1连板 换手承接量比2.26,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收42.49,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-06,2026-03-09,normal,nlu,000510.SZ,新金路,化学原料,95.1640625,"{'sector': 0.9565625, 'trend': 1.0, 'pos': 0.85, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[化学原料](当日涨幅分位96%, 板块涨停5家) 距60日高点14.2% 20日涨幅21.3%",板块[化学原料]轮动延续/资金承接,收盘20.17 MA20上方 量比0.86,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收20.17,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-06,2026-03-09,normal,nlu,002366.SZ,融发核电,其他电源设备,93.37109375,"{'sector': 0.8948437499999999, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[其他电源设备](当日涨幅分位85%, 板块涨停3家) 距60日高点15.5% 20日涨幅7.2%",板块[其他电源设备]轮动延续/资金承接,收盘8.08 MA20上方 量比0.92,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收8.08,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-09,2026-03-10,defensive,lu,002575.SZ,群兴玩具,综合,82.0,"{'theme': 0.8, 'ladder': 0.55, 'seal': 1.0, 'time': 0.7, 'liq': 1.0, 'struct': 1.0}",涨停组: 算力租赁方向 1板 封单比25.0% 涨停时间11:06 题材内涨停5家 成交7.6亿,算力租赁+腾讯合作+酒类销售,1连板 换手承接量比1.74,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收8.02,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-09,2026-03-10,defensive,lu,002730.SZ,电光科技,专用设备,82.0,"{'theme': 0.8, 'ladder': 0.55, 'seal': 1.0, 'time': 0.7, 'liq': 1.0, 'struct': 1.0}",涨停组: 算力租赁方向 1板 封单比20.2% 涨停时间10:56 题材内涨停5家 成交5.5亿,算力租赁+智能矿山+矿用防爆电器,1连板 换手承接量比1.45,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收19.17,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-09,2026-03-10,defensive,nlu,002195.SZ,岩山科技,IT服务,98.21875,"{'sector': 0.92875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[IT服务](当日涨幅分位95%, 板块涨停5家) 距60日高点19.3% 20日涨幅8.5%",板块[IT服务]轮动延续/资金承接,收盘10.65 MA20上方 量比0.76,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收10.65,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-10,2026-03-11,normal,lu,603017.SH,中衡设计,建筑装饰,81.0,"{'theme': 0.6, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 0.6, 'struct': 1.0}",涨停组: 商业航天方向 1板 封单比37.2% 涨停时间09:44 题材内涨停4家 成交1.8亿,商业航天+低空经济+工程设计,1连板 换手承接量比1.25,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收13.48,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-10,2026-03-11,normal,lu,002025.SZ,航天电器,军工电子,79.0,"{'theme': 0.6, 'ladder': 0.55, 'seal': 0.7, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 1板 封单比8.5% 涨停时间09:32 题材内涨停4家 成交15.6亿,商业航天+军工电子+光模块+央企,1连板 换手承接量比1.70,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收56.03,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-10,2026-03-11,normal,nlu,002383.SZ,合众思壮,军工电子,92.38671875,"{'sector': 0.7554687500000001, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[军工电子](当日涨幅分位81%, 板块涨停2家) 距60日高点19.1% 20日涨幅14.4%",板块[军工电子]轮动延续/资金承接,收盘12.52 MA20上方 量比0.66,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收12.52,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-10,2026-03-11,normal,nlu,603011.SH,合锻智能,专用设备,90.7109375,"{'sector': 0.6884375, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[专用设备](当日涨幅分位63%, 板块涨停2家) 距60日高点18.6% 20日涨幅16.1%",板块[专用设备]轮动延续/资金承接,收盘26.85 MA20上方 量比0.88,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收26.85,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-11,2026-03-12,defensive,lu,601868.SH,中国能建,建筑装饰,73.0,"{'theme': 0.2, 'ladder': 0.55, 'seal': 0.7, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 算电协同方向 1板 封单比12.1% 涨停时间09:42 题材内涨停2家 成交62.9亿,算电协同+氢能+央企,1连板 换手承接量比0.83,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收3.45,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-11,2026-03-12,defensive,lu,603757.SH,大元泵业,通用设备,73.0,"{'theme': 0.2, 'ladder': 0.55, 'seal': 0.7, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 液冷服务器方向 1板 封单比8.6% 涨停时间09:34 题材内涨停2家 成交6.8亿,液冷服务器+屏蔽泵+维谛技术,1连板 换手承接量比1.49,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收47.43,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-11,2026-03-12,defensive,nlu,000510.SZ,新金路,化学原料,90.234375,"{'sector': 0.9293750000000001, 'trend': 0.8, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[化学原料](当日涨幅分位98%, 板块涨停8家) 距60日高点19.8% 20日涨幅20.5%",板块[化学原料]轮动延续/资金承接,收盘18.84 MA20上方 量比0.99,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收18.84,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-12,2026-03-13,defensive,lu,000537.SZ,绿发电力,电力,91.0,"{'theme': 0.4, 'ladder': 1.0, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 算电协同方向 3板 封单比30.7% 涨停时间09:31 题材内涨停3家 成交9.1亿,算电协同+储能+绿电交易+央企,3连板 换手承接量比1.20,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收12.51,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-12,2026-03-13,defensive,lu,605305.SH,中际联合,工程机械,65.0,"{'theme': 0.2, 'ladder': 0.55, 'seal': 1.0, 'time': 0.3, 'liq': 1.0, 'struct': 1.0}",涨停组: 风电设备方向 1板 封单比15.4% 涨停时间14:09 题材内涨停2家 成交7.3亿,风电设备+储能消防,1连板 换手承接量比2.56,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收42.58,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-03-12,2026-03-13,defensive,nlu,600141.SH,兴发集团,农化制品,89.87109375,"{'sector': 0.90484375, 'trend': 1.0, 'pos': 0.85, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[农化制品](当日涨幅分位88%, 板块涨停3家) 距60日高点11.3% 20日涨幅6.4%",板块[农化制品]轮动延续/资金承接,收盘39.82 MA20上方 量比1.20,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收39.82,板块退潮补跌/资金承接不足/持续阴跌,1
2026-03-13,2026-03-16,defensive,lu,603803.SH,瑞斯康达,通信设备,70.0,"{'theme': 0.2, 'ladder': 0.55, 'seal': 0.7, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: CPO方向 1板 封单比9.1% 涨停时间09:53 题材内涨停2家 成交10.2亿,CPO+智算中心+高速光模块,1连板 换手承接量比1.44,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收13.75,高位情绪兑现/次日低开大幅回撤/炸板断板,1
